sport,game_id,a_team,h_team,a_ml,h_ml,last_mod,num_markets
SOCC,7024251,ASU Poli,Concordia Chiajna,0,0,0,0,0
SOCC,7024247,Petrolul Ploiesti,FK Miercurea Ciuc,0,0,0,0,0
SOCC,7024253,Turris-Oltul Turnu Magurele,FC Farul Constanta,0,0,0,0,0
SOCC,7024245,CS Metaloglobus,FC Universitatea Cluj,0,0,0,0,0
SOCC,7024248,FC Arges Pitesti,Pandurii Târgu Jiu,0,0,0,0,0
SOCC,7024252,CSM Şcolar Reşiţa,Rapid Bucuresti,0,0,0,0,0
SOCC,7039379,Tsarsko Selo,Cherno More,0,0,0,0,0
SOCC,7039377,Arda,Etar 1924,0,0,0,0,0
SOCC,7039372,Vitosha Bistritsa,Lokomotiv Plovdiv,0,0,0,0,0
SOCC,7039376,Beroe,CSKA Sofia,0,0,0,0,0
SOCC,7039444,Botev Plovdiv,Slavia Sofia,0,0,0,0,0
SOCC,7039370,Levski Sofia,Botev Vratsa,0,0,0,0,0
SOCC,7039373,Dunav Ruse,Ludogorets,0,0,0,0,0
SOCC,6986891,Balikesirspor,Adanaspor,0,0,0,0,0
SOCC,6986994,Altay,Menemen Belediyespor,0,0,0,0,0
SOCC,6986889,BB Erzurumspor,Hatayspor,0,0,0,0,0
SOCC,6986890,Boluspor,Keçiörengücü,0,0,0,0,0
SOCC,6986896,Giresunspor,Eskisehirspor,0,0,0,0,0
SOCC,6986895,Adana Demirspor,Fatih Karagümrükspor,0,0,0,0,0
SOCC,6986897,Istanbulspor,Bursaspor,0,0,0,0,0
SOCC,6986993,Osmanlispor,Akhisar Belediye,0,0,0,0,0
SOCC,6986898,Ümraniyespor,Altinordu,0,0,0,0,0
SOCC,7003371,Adanaspor,Boluspor,0,0,0,0,0
SOCC,7003373,Hatayspor,Altay,0,0,0,0,0
SOCC,7003374,Fatih Karagümrükspor,BB Erzurumspor,0,0,0,0,0
SOCC,7003375,Bursaspor,Balikesirspor,0,0,0,0,0
SOCC,7003377,Menemen Belediyespor,Ümraniyespor,0,0,0,0,0
SOCC,7003378,Keçiörengücü,Giresunspor,0,0,0,0,0
SOCC,7003379,Akhisar Belediye,Adana Demirspor,0,0,0,0,0
SOCC,7003381,Altinordu,Istanbulspor,0,0,0,0,0
SOCC,7003380,Eskisehirspor,Osmanlispor,0,0,0,0,0
SOCC,6970906,MKE Ankaragucu,Besiktas,0,0,0,0,0
SOCC,7019905,Konyaspor,Malatya Bld Spor,0,0,0,0,0
SOCC,7019923,Trabzonspor,Gazisehir Gaziantep,0,0,0,0,0
SOCC,7019918,Istanbul Basaksehir,Göztepe,0,0,0,0,0
SOCC,7019922,Denizlispor,Fenerbahçe,0,0,0,0,0
SOCC,7019916,Kayserispor,Kasimpasa,0,0,0,0,0
SOCC,7019919,Alanyaspor,Çaykur Rizespor,0,0,0,0,0
SOCC,7019910,Galatasaray,Sivasspor,0,0,0,0,0
SOCC,7019921,Antalyaspor,Gençlerbirligi,0,0,0,0,0
SOCC,6999816,FC Villefranche,Dunkerque,0,0,0,0,0
SOCC,6989203,Stade Lavallois,Bourg en Bresse,0,0,0,0,0
SOCC,7008432,Avranches,Béziers,0,0,0,0,0
SOCC,7008434,Boulogne,Cholet,0,0,0,0,0
SOCC,7008430,Pau FC,Gazelec Ajaccio,0,0,0,0,0
SOCC,6999745,Le Puy Foot,Lyon Duchère,0,0,0,0,0
SOCC,7008435,Bastia-Borgo,Quevilly Rouen,0,0,0,0,0
SOCC,7008431,Concarneau,Red Star FC,0,0,0,0,0
SOCC,7008433,Créteil,Toulon,0,0,0,0,0
SOCC,6980022,FK Fotbal Trinec,FC Vysocina Jihlava,0,0,0,0,0
SOCC,6990987,FK Dukla Praha,FK Viktoria Zizkov,0,0,0,0,0
SOCC,7031154,MFK Vítkovice,FK Slavoj Vysehrad,0,0,0,0,0
SOCC,7031153,SK Slovan Varnsdorf,MFK Chrudim,0,0,0,0,0
SOCC,7031156,Usti nad Labem,1.SK Prostejov,0,0,0,0,0
SOCC,7033897,FK Pardubice,FC Graffin Vlasim,0,0,0,0,0
SOCC,6996215,SK Lisen,FC Hradec Kralove,0,0,0,0,0
SOCC,7033898,FK Banik Sokolov,FC Zbrojovka Brno,0,0,0,0,0
SOCC,6986879,Tallinna JK Legion,Flora Tallinn,0,0,0,0,0
SOCC,7031085,Kuressaare,Levadia Tallinn,0,0,0,0,0
SOCC,6979799,Nomme Kalju,Trans Narva,0,0,0,0,0
SOCC,7031087,Paide LM,JK Tallinna Kalev,0,0,0,0,0
SOCC,7033885,JK Viljandi Tulevik,Tammeka Tartu,0,0,0,0,0
SOCC,7031837,Solin,NK Medimurje,0,0,0,0,0
SOCC,7032689,HNK Orijent 1919,Sibenik,0,0,0,0,0
SOCC,7035491,HNK Hajduk Split II,NK Dubrava Zagreb,0,0,0,0,0
SOCC,7031152,HNK Cibalia,NK Dugopolje,0,0,0,0,0
SOCC,7035229,NK Osijek 2,NK Kustosija,0,0,0,0,0
SOCC,7033892,NK Radnik Sesvete,Dinamo Zagreb II,0,0,0,0,0
SOCC,7033896,Hrvatski Dragovoljac,NK BSK Bijelo Brdo,0,0,0,0,0
SOCC,7033895,Rudes,NK Croatia Zmijavci,0,0,0,0,0
SOCC,6986870,GKS Belchatow,Odra Opole,0,0,0,0,0
SOCC,7011249,GKS Tychy,SPR Chrobry Glogow,0,0,0,0,0
SOCC,7011250,Radomiak Radom,GKS Jastrzebie,0,0,0,0,0
SOCC,7011254,Chojniczanka Chojnice,Miedz Legnica,0,0,0,0,0
SOCC,7031004,Puszcza Niepolomice,Zaglebie Sosnowiec,0,0,0,0,0
SOCC,6989474,Stomil Olsztyn,MKS Sandecja Nowy Sacz,0,0,0,0,0
SOCC,7011251,Termalica BB Nieciecza,Stal Mielec,0,0,0,0,0
SOCC,7011252,Olimpia Grudziadz,Wigry Suwalki,0,0,0,0,0
SOCC,7011253,Warta Poznan,Podbeskidzie Bielsko,0,0,0,0,0
SOCC,7027653,Hannover 96,FC Nürnberg,0,0,0,0,0
SOCC,7027652,SV Wehen Wiesbaden,VfL Osnabrück,0,0,0,0,0
SOCC,7027704,Karlsruher SC,Heidenheim,0,0,0,0,0
SOCC,6977694,SSV Jahn Regensburg,Hamburger SV,0,0,0,0,0
SOCC,7027698,VfL Bochum 1848,SV Darmstadt 98,0,0,0,0,0
SOCC,7027940,Erzgebirge Aue,Dynamo Dresden,0,0,0,0,0
SOCC,7027943,Greuther Fürth,Holstein Kiel,0,0,0,0,0
SOCC,7027948,St. Pauli,Sandhausen,0,0,0,0,0
SOCC,7027995,DSC Arminia Bielefeld,VfB Stuttgart,0,0,0,0,0
SOCC,7037208,VfL Osnabrück,DSC Arminia Bielefeld,0,0,0,0,0
SOCC,7037235,Hamburger SV,Greuther Fürth,0,0,0,0,0
SOCC,7037233,Sandhausen,Erzgebirge Aue,0,0,0,0,0
SOCC,7037237,SV Darmstadt 98,Karlsruher SC,0,0,0,0,0
SOCC,7037232,Holstein Kiel,SSV Jahn Regensburg,0,0,0,0,0
SOCC,7037236,Heidenheim,VfL Bochum 1848,0,0,0,0,0
SOCC,7037239,FC Nürnberg,St. Pauli,0,0,0,0,0
SOCC,7037234,Dynamo Dresden,Hannover 96,0,0,0,0,0
SOCC,7037238,VfB Stuttgart,SV Wehen Wiesbaden,0,0,0,0,0
SOCC,7030811,SK Vorwarts  Steyr,BW Linz,0,0,0,0,0
SOCC,7030812,FC Juniors OÖ,Kapfenberger SV 1919,0,0,0,0,0
SOCC,7030814,GAK 1902,SV Horn,0,0,0,0,0
SOCC,7001015,SV Lafnitz,FC Liefering,0,0,0,0,0
SOCC,7035726,Floridsdorfer AC,Wacker Innsbruck,0,0,0,0,0
SOCC,7003643,FK Austria Wien Amateure,Austria Lustenau,0,0,0,0,0
SOCC,7001017,FC Dornbirn,Austria Klagenfurt,0,0,0,0,0
SOCC,7001016,SV Josko Ried,SKU Amstetten,0,0,0,0,0
SOCC,6976157,1. FC Kaiserslautern Am.,FC Arminia Ludwigshafen,0,0,0,0,0
SOCC,6976158,BFV Hassia Bingen,TSV Schott Mainz,0,0,0,0,0
SOCC,7031049,TSG Pfeddersheim,FC Hertha Wiesbach,0,0,0,0,0
SOCC,7031037,FV Engers 07,FV 07 Diefflen,0,0,0,0,0
SOCC,7031045,TuS Mechtersheim,SV Röchling Völklingen,0,0,0,0,0
SOCC,6976161,FC Blau-Weiß Karbach,Spfr Eisbachtal,0,0,0,0,0
SOCC,7031038,SV 07 Elversberg Am.,Wormatia Worms,0,0,0,0,0
SOCC,6976162,Eintracht Trier,FV Dudenhofen,0,0,0,0,0
SOCC,7031026,TuS Koblenz,SV Gonsenheim,0,0,0,0,0
SOCC,6984112,FC Gießen,FSV Frankfurt,0,0,0,0,0
SOCC,7031055,Bahlinger SC,FC 08 Homburg,0,0,0,0,0
SOCC,7031056,FC Saarbrücken,Astoria Walldorf,0,0,0,0,0
SOCC,7031079,VfR Aalen,FK Pirmasens,0,0,0,0,0
SOCC,7031072,FC Bayern Alzenau,TSG Balingen,0,0,0,0,0
SOCC,7031073,SC Freiburg Am.,TSV Steinbach,0,0,0,0,0
SOCC,7031068,SSV Ulm 1846,TuS Rot-Weiss Koblenz,0,0,0,0,0
SOCC,6984114,FSV Mainz 05 Am.,TSG 1899 Hoffenheim Am.,0,0,0,0,0
SOCC,6984115,Kickers Offenbach,Elversberg 07,0,0,0,0,0
SOCC,7031331,Hertha BSC Am.,Wacker Nordhausen,0,0,0,0,0
SOCC,7031067,VSG Altglienicke,BSG Chemie Leipzig,0,0,0,0,0
SOCC,7031061,VfB Germania Halberstadt,Bischofswerdaer FV,0,0,0,0,0
SOCC,7031078,VfB Auerbach,Optik Rathenow,0,0,0,0,0
SOCC,7031083,SV Lichtenberg 47,Babelsberg,0,0,0,0,0
SOCC,7014410,FC Lok Leipzig,Berliner AK 07,0,0,0,0,0
SOCC,7033870,FSV Union Furstenwalde,FC Viktoria 1889 Berlin,0,0,0,0,0
SOCC,7033868,Energie Cottbus,ZFC Meuselwitz,0,0,0,0,0
SOCC,6988940,Sirens FC,Floriana,0,0,0,0,0
SOCC,7031333,FC Magdeburg,MSV Duisburg,0,0,0,0,0
SOCC,7031069,SV Meppen,Kaiserslautern,0,0,0,0,0
SOCC,7031063,SG Sonnenhof Großaspach,Bayern München Am.,0,0,0,0,0
SOCC,7031082,Unterhaching,Chemnitzer FC,0,0,0,0,0
SOCC,7031057,1860 Munich,Carl Zeiss Jena,0,0,0,0,0
SOCC,7031062,SV Waldhof Mannheim,Würzburger Kickers,0,0,0,0,0
SOCC,7031084,Preußen Münster,Viktoria Köln 1904,0,0,0,0,0
SOCC,7033872,FSV Zwickau,KFC Uerdingen 05,0,0,0,0,0
SOCC,7033867,Ingolstadt,Hallescher,0,0,0,0,0
SOCC,7034619,Eintracht Braunschweig,Hansa Rostock,0,0,0,0,0
SOCC,7031825,SK Rapid Wien II,SC Neusiedl/See 1919,0,0,0,0,0
SOCC,7031330,FC Mauerwerk,SV Mattersburg Amateure,0,0,0,0,0
SOCC,7031334,SC Mannsdorf,FCM Arkadia Traiskirchen,0,0,0,0,0
SOCC,7031338,ASK Ebreichsdorf,Wiener Sportklub,0,0,0,0,0
SOCC,7031175,SV Leobendorf,SC Wiener Viktoria,0,0,0,0,0
SOCC,7031181,SC Wiener Neustadt,SV Stripfing,0,0,0,0,0
SOCC,7001026,ASK-BSC Bruck/L.,SC Team Wiener Linien,0,0,0,0,0
SOCC,6976321,USV St. Anna/A.,SC Weiz,0,0,0,0,0
SOCC,6976320,FC Wels,Union Vöcklamarkt,0,0,0,0,0
SOCC,7031183,Deutschlandsberger SC,ATSV Stadl-Paura,0,0,0,0,0
SOCC,7031191,Gurten,FC Gleisdorf 09,0,0,0,0,0
SOCC,7034582,SV Allerheiligen,Ried SV Amat,0,0,0,0,0
SOCC,7031179,Sturm Graz Amateure,TUS Bad Gleichenberg,0,0,0,0,0
SOCC,7031187,ATSV Wolfsberg,WSC Hertha Wels,0,0,0,0,0
SOCC,7023032,Botosani,Astra Giurgiu,0,0,0,0,0
SOCC,7022654,CSU Craiova,FC Steaua Bucuresti,0,0,0,0,0
SOCC,7022653,CFR Cluj,Gaz Metan Medias,0,0,0,0,0
SOCC,6969154,Hamm United FC,TuS Osdorf,0,0,0,0,0
SOCC,6969155,FC Süderelbe,Hamburger SV III,0,0,0,0,0
SOCC,7019750,SC Concordia Hamburg,Meiendorfer SV,0,0,0,0,0
SOCC,7019757,Bramfelder SV,SV Curslack-Neuengamme,0,0,0,0,0
SOCC,7021955,Le Mans,Chambly,0,0,0,0,0
SOCC,7021953,Nancy,Chamois Niort,0,0,0,0,0
SOCC,7021950,Caen,Châteauroux,0,0,0,0,0
SOCC,7021949,Sochaux,Clermont Foot,0,0,0,0,0
SOCC,7021952,Valenciennes,Grenoble,0,0,0,0,0
SOCC,7021951,Auxerre,Le Havre,0,0,0,0,0
SOCC,7021954,Guingamp,Rodez Aveyron,0,0,0,0,0
SOCC,7021948,Paris Fc98,Troyes,0,0,0,0,0
SOCC,7021946,Lorient,AC Ajaccio,0,0,0,0,0
SOCC,7021944,Orleans,RC Lens,0,0,0,0,0
SOCC,7031335,MVV Maastricht,Excelsior,0,0,0,0,0
SOCC,6971437,Almere City FC,FC Den Bosch,0,0,0,0,0
SOCC,7031329,FC Oss,FC Eindhoven,0,0,0,0,0
SOCC,7031849,Jong Ajax,FC Volendam,0,0,0,0,0
SOCC,7030809,FC Dordrecht,Helmond Sport,0,0,0,0,0
SOCC,7030808,Jong PSV,SC Telstar,0,0,0,0,0
SOCC,7033796,De Graafschap,Go Ahead Eagles,0,0,0,0,0
SOCC,7003602,Roda JC,NAC Breda,0,0,0,0,0
SOCC,7035536,SC Cambuur,Jong AZ,0,0,0,0,0
SOCC,7035508,NEC,Jong FC Utrecht,0,0,0,0,0
SOCC,7008624,PEC Zwolle,Fortuna Sittard,0,0,0,0,0
SOCC,7008622,ADO Den Haag,AZ Alkmaar,0,0,0,0,0
SOCC,7008623,VVV Venlo,FC Emmen,0,0,0,0,0
SOCC,7008621,FC Twente,Vitesse,0,0,0,0,0
SOCC,6977697,Ajax,SC Heerenveen,0,0,0,0,0
SOCC,6983644,Sparta Rotterdam,FC Utrecht,0,0,0,0,0
SOCC,7027968,Willem II,Feyenoord,0,0,0,0,0
SOCC,7027970,RKC Waalwijk,Heracles Almelo,0,0,0,0,0
SOCC,7027977,PSV Eindhoven,FC Groningen,0,0,0,0,0
SOCC,7043105,Fortuna Sittard,ADO Den Haag,0,0,0,0,0
SOCC,7043104,SC Heerenveen,Willem II,0,0,0,0,0
SOCC,7024166,Heracles Almelo,PEC Zwolle,0,0,0,0,0
SOCC,7024168,FC Emmen,PSV Eindhoven,0,0,0,0,0
SOCC,7024165,Vitesse,FC Utrecht,0,0,0,0,0
SOCC,7043106,Feyenoord,Sparta Rotterdam,0,0,0,0,0
SOCC,7024169,FC Groningen,RKC Waalwijk,0,0,0,0,0
SOCC,7024167,AZ Alkmaar,VVV Venlo,0,0,0,0,0
SOCC,7024164,FC Twente,Ajax,0,0,0,0,0
SOCC,6983873,Cracovia Krakow,Gornik Zabrze,0,0,0,0,0
SOCC,6983882,Wisla Plock,Arka Gdynia,0,0,0,0,0
SOCC,6983877,KS Lechia Gdansk,Zaglebie Lubin,0,0,0,0,0
SOCC,6983880,Slask Wroclaw,Jagiellonia Bialystok,0,0,0,0,0
SOCC,6983878,MKS Pogon Szczecin,Rakow Czestochowa,0,0,0,0,0
SOCC,6983874,Lech Poznan,Wisla Krakow,0,0,0,0,0
SOCC,6983881,LKS Lodz Pss,Korona Kielce SA,0,0,0,0,0
SOCC,7031856,Connah's Quay,Bala Town,0,0,0,0,0
SOCC,7031857,Newtown,Caernarfon Town,0,0,0,0,0
SOCC,7031866,Aberystwyth Town,Cefn Druids,0,0,0,0,0
SOCC,7031867,Cardiff MU,Penybont,0,0,0,0,0
SOCC,7031860,Barry Town FC,The New Saints,0,0,0,0,0
SOCC,7035370,Airbus UK,Carmarthen Town,0,0,0,0,0
SOCC,7028913,Shelbourne,Bohemians,0,0,0,0,0
SOCC,7028912,Cork City,St. Patrick's Athletic,0,0,0,0,0
SOCC,7030813,Derry City FC,Waterford United FC,0,0,0,0,0
SOCC,7028914,Dundalk,Finn Harps,0,0,0,0,0
SOCC,7031019,Shamrock Rovers,Sligo Rovers FC,0,0,0,0,0
SOCC,7019827,Millwall FC,Nottingham Forest,0,0,0,0,0
SOCC,7019814,Fulham,Bristol City,0,0,0,0,0
SOCC,7019823,Cardiff City,Barnsley,0,0,0,0,0
SOCC,7019802,Reading,Birmingham City,0,0,0,0,0
SOCC,7019792,Sheffield Wednesday,Brentford,0,0,0,0,0
SOCC,7019785,Middlesbrough,Charlton Athletic,0,0,0,0,0
SOCC,7019790,Huddersfield Town LFC,Leeds United,0,0,0,0,0
SOCC,7019815,QPR,Preston North End,0,0,0,0,0
SOCC,7019805,Hull City,Stoke City,0,0,0,0,0
SOCC,7019806,West Brom,Swansea City,0,0,0,0,0
SOCC,7019813,Luton Town,Wigan Athletic,0,0,0,0,0
SOCC,6976135,Blackburn Rovers,Derby County,0,0,0,0,0
SOCC,7019798,Brentford,Fulham,0,0,0,0,0
SOCC,7019799,Birmingham City,West Brom,0,0,0,0,0
SOCC,7019808,Bristol City,Blackburn Rovers,0,0,0,0,0
SOCC,7019789,Wigan Athletic,Huddersfield Town LFC,0,0,0,0,0
SOCC,7019804,Charlton Athletic,Hull City,0,0,0,0,0
SOCC,7019811,Preston North End,Luton Town,0,0,0,0,0
SOCC,7019788,Swansea City,Middlesbrough,0,0,0,0,0
SOCC,7034613,Derby County,Millwall FC,0,0,0,0,0
SOCC,7019791,Barnsley,QPR,0,0,0,0,0
SOCC,7019820,Stoke City,Reading,0,0,0,0,0
SOCC,7019824,Nottingham Forest,Sheffield Wednesday,0,0,0,0,0
SOCC,7019786,Leeds United,Cardiff City,0,0,0,0,0
SOCC,7003764,Cádiz,Lugo,0,0,0,0,0
SOCC,7003763,Real Oviedo,Extremadura,0,0,0,0,0
SOCC,7003762,Albacete,Girona,0,0,0,0,0
SOCC,7003760,Fuenlabrada,Huesca,0,0,0,0,0
SOCC,7003761,Racing Santander,Numancia,0,0,0,0,0
SOCC,7003765,Deportivo La Coruña,Almería,0,0,0,0,0
SOCC,7003769,Elche,Rayo Vallecano,0,0,0,0,0
SOCC,7033785,Zaragoza,Málaga,0,0,0,0,0
SOCC,7003768,Mirandés,Alcorcón,0,0,0,0,0
SOCC,7003772,Las Palmas,Sporting Gijón,0,0,0,0,0
SOCC,7003771,Ponferradina,Tenerife,0,0,0,0,0
SOCC,6977708,Portimonense,Sporting Braga,0,0,0,0,0
SOCC,7035585,Boavista,Tondela,0,0,0,0,0
SOCC,7035584,Benfica,Vitória Setúbal,0,0,0,0,0
SOCC,6977707,Rio Ave,FC Porto,0,0,0,0,0
SOCC,7033792,Famalicão,Belenenses,0,0,0,0,0
SOCC,7033790,Marítimo,Moreirense,0,0,0,0,0
SOCC,7033793,Santa Clara,Gil Vicente,0,0,0,0,0
SOCC,7033789,Aves,Sporting CP,0,0,0,0,0
SOCC,7033791,Vitória Guimarães,Paços de Ferreira,0,0,0,0,0
SOCC,7031006,Arsenal Tula,Orenburg,0,0,0,0,0
SOCC,7036642,Tambov,Dynamo Moscow,0,0,0,0,0
SOCC,7014338,Krylya Sovetov,Rubin Kazan,0,0,0,0,0
SOCC,7033788,Ural,Sochi,0,0,0,0,0
SOCC,7006358,Akhmat Grozny,Lokomotiv Moscow,0,0,0,0,0
SOCC,7006318,CSKA Moscow,SKA Rostov-na-Donu,0,0,0,0,0
SOCC,7014253,Krasnodar,Spartak Moscow,0,0,0,0,0
SOCC,7036647,Ufa,Zenit St Petersburg,0,0,0,0,0
SOCC,7037020,Dynamo Moscow,Akhmat Grozny,0,0,0,0,0
SOCC,7037017,Spartak Moscow,Orenburg,0,0,0,0,0
SOCC,7037015,Ural,Zenit St Petersburg,0,0,0,0,0
SOCC,7037016,Rubin Kazan,Arsenal Tula,0,0,0,0,0
SOCC,7037014,Krasnodar,Sochi,0,0,0,0,0
SOCC,7037018,Ufa,CSKA Moscow,0,0,0,0,0
SOCC,7006319,Lokomotiv Moscow,SKA Rostov-na-Donu,0,0,0,0,0
SOCC,7014340,Krylya Sovetov,Tambov,0,0,0,0,0
SOCC,7039968,IK Sirius FK,IFK Gothenburg,0,0,0,0,0
SOCC,7039964,Sollentuna FF,Västerås SK FK,0,0,0,0,0
SOCC,7040456,Sandvikens,Dalkurd FF,0,0,0,0,0
SOCC,7039961,Mjällby AIF,Djurgårdens,0,0,0,0,0
SOCC,7039963,Tvååkers IF,Halmstads BK,0,0,0,0,0
SOCC,7039962,Falkenbergs FF,IFK Norrköping,0,0,0,0,0
SOCC,7040455,GIF Sundsvall,Hammarby,0,0,0,0,0
SOCC,7039970,IF Brommapojkarna,Varbergs BoIS,0,0,0,0,0
SOCC,7040497,Ostersunds,BK Hacken,0,0,0,0,0
SOCC,7039967,Eskilsminne IF,GAIS,0,0,0,0,0
SOCC,7040446,AFC Eskilstuna,Malmö FF,0,0,0,0,0
SOCC,7040453,Örebro SK,IF Elfsborg,0,0,0,0,0
SOCC,7039965,Oskarshamns AIK,IK Brage,0,0,0,0,0
SOCC,7039969,Kalmar FF,AIK,0,0,0,0,0
SOCC,7039966,Örgryte IS,Jönköpings Södra,0,0,0,0,0
SOCC,7011266,Stal Stalowa Wola,Blekitni Stargard Szczecinski,0,0,0,0,0
SOCC,7011267,Lech Poznan II,Legionovia Legionowo,0,0,0,0,0
SOCC,7011261,Elana Torun,Skra Czestochowa,0,0,0,0,0
SOCC,7011265,Garbarnia Krakow,Pogon Siedlce,0,0,0,0,0
SOCC,7011260,KS Polkowice,Stal Rzeszow,0,0,0,0,0
SOCC,7011262,Resovia,Drutex-Bytovia Bytow,0,0,0,0,0
SOCC,7011259,GKS Katowice,Olimpia Elblag,0,0,0,0,0
SOCC,7011264,KS Widzew Lodz,Gornik Leczna,0,0,0,0,0
SOCC,7011263,Znicz Pruszkow,Gryf Wejherowo,0,0,0,0,0
SOCC,7031048,SC Borgfeld 1981,Bremer TS Neustadt,0,0,0,0,0
SOCC,7031036,TuS Schwachhausen,SG Aumund-Vegesack,0,0,0,0,0
SOCC,7031075,VfL Wolfsburg Am.,Hannover 96 Am.,0,0,0,0,0
SOCC,7031060,Holstein Kiel II,SV Drochtersen/Assel,0,0,0,0,0
SOCC,7031076,BSV Rehden,SV Werder Bremen Am.,0,0,0,0,0
SOCC,7031065,Hannoverscher SC,VfB Lübeck,0,0,0,0,0
SOCC,7031070,FC St. Pauli Am.,SSV Jeddeloh,0,0,0,0,0
SOCC,7033871,VfB Oldenburg,Hamburger SV Am.,0,0,0,0,0
SOCC,7033873,Heider SV,Altona 93,0,0,0,0,0
SOCC,7033865,SC Weiche Flensburg 08,FC Eintracht Norderstedt,0,0,0,0,0
SOCC,7033864,Lüneburger SK Hansa,TSV Havelse,0,0,0,0,0
SOCC,7019775,CFC Hertha 06,SpVg Blau-Weiß 90 Berlin,0,0,0,0,0
SOCC,7019781,SV Victoria Seelow,Brandenburger SC,0,0,0,0,0
SOCC,7019782,FC Hertha 03 Zehlendorf,F.C. Hansa Rostock II,0,0,0,0,0
SOCC,7019770,Greifswalder FC,FC Strausberg,0,0,0,0,0
SOCC,7019764,Ludwigsfelder FC,Torgelower Greif,0,0,0,0,0
SOCC,7022665,Viitorul Constanta,Academica Clinceni,0,0,0,0,0
SOCC,7022675,Dinamo Bucuresti,Politehnica Iași,0,0,0,0,0
SOCC,7023012,ACS Sepsi,Chindia Târgoviste,0,0,0,0,0
SOCC,7022671,AFC Hermannstadt,FC Voluntari,0,0,0,0,0
SOCC,7031081,VfB Lubeck II,SC Weiche Flensburg 08 2,0,0,0,0,0
SOCC,7031054,1.FC Phonix Lubeck,Eutin 08,0,0,0,0,0
SOCC,7035243,Husumer SV,Flensburg 08,0,0,0,0,0
SOCC,7031059,Frisia Risum-Lindholm,TSV Bordesholm,0,0,0,0,0
SOCC,7031053,VfR Neumünster,Oldenburger SV,0,0,0,0,0
SOCC,7031077,SV Türkgücü München,FC Augsburg Am.,0,0,0,0,0
SOCC,7031080,TSV Aubstadt,FC Memmingen,0,0,0,0,0
SOCC,7031058,Spvgg Bayreuth,FV Illertissen,0,0,0,0,0
SOCC,7031064,TSV 1896 Rain am Lech,SV Schalding-Heining,0,0,0,0,0
SOCC,7031074,Wacker Burghausen,SV Viktoria Aschaffenburg,0,0,0,0,0
SOCC,7031071,FC Nürnberg Am.,TSV 1860 Rosenheim,0,0,0,0,0
SOCC,7031052,SpVgg Greuther Fürth Am.,VfR Garching,0,0,0,0,0
SOCC,7033866,VfB Eichstatt,TSV Buchbach,0,0,0,0,0
SOCC,7031029,FC Pipinsried,FC Deisenhofen,0,0,0,0,0
SOCC,6981646,TSV 1865 Dachau,FC Ingolstadt 04 Am.,0,0,0,0,0
SOCC,7031033,SSV Jahn Regensburg II,SV Kirchanschöring,0,0,0,0,0
SOCC,7031032,TSV 1882 Landsberg,SV Pullach,0,0,0,0,0
SOCC,7031031,FC Ismaning,Schwaben Augsburg,0,0,0,0,0
SOCC,7031024,Türkspor Augsburg,Hankofen-Hailing,0,0,0,0,0
SOCC,7031035,SV Donaustauf,TSV 1874 Kottern,0,0,0,0,0
SOCC,6973811,TSV 1861 Nördlingen,TSV Wasserburg/Inn,0,0,0,0,0
SOCC,7019723,VFB Homberg,FC Köln Am.,0,0,0,0,0
SOCC,7019720,SV Bergisch Gladbach 09,FC Schalke 04 Am.,0,0,0,0,0
SOCC,7019738,Sportfreunde Lotte,SV Lippstadt 08,0,0,0,0,0
SOCC,7019733,Borussia Dortmund Am.,SV Rödinghausen,0,0,0,0,0
SOCC,7019745,TuS Haltern,Wuppertaler SV,0,0,0,0,0
SOCC,7019719,Fortuna Düsseldorf Am.,Borussia Mönchengladbach Am.,0,0,0,0,0
SOCC,7019727,Alemannia Aachen,RW Oberhausen,0,0,0,0,0
SOCC,7031025,DJK Don Bosco Bamberg,FC Viktoria Kahl,0,0,0,0,0
SOCC,6984190,FC Eilenburg,FSV Martinroda,0,0,0,0,0
SOCC,6984187,1. FC Merseburg,VFC Plauen,0,0,0,0,0
SOCC,6984189,TV Askania Bernburg,VfB 1921 Krieschow,0,0,0,0,0
SOCC,6984188,Einheit Rudolstadt,VfL Halle,0,0,0,0,0
SOCC,7031042,1. Hanauer FC,KSV Baunatal,0,0,0,0,0
SOCC,7031050,SC Hessen Dreieich,KSV Hessen Kassel,0,0,0,0,0
SOCC,6984170,SC 1929 Waldgirmes,FSV Fernwald,0,0,0,0,0
SOCC,7031047,Rot-Weiss Hadamar,Viktoria Griesheim,0,0,0,0,0
SOCC,7031044,SV Neuhof,SG Barockstadt Fulda-Lehnerz,0,0,0,0,0
SOCC,7031039,Eintr. Stadtallendorf,SV Steinbach1920,0,0,0,0,0
SOCC,7031043,FV Bad Vilbel,TUS Dietkirchen,0,0,0,0,0
SOCC,7031113,Grimsby Town,Scunthorpe Utd,0,0,0,0,0
SOCC,7031123,Colchester United FC,Carlisle Utd,0,0,0,0,0
SOCC,7031120,Port Vale FC,Cheltenham Town,0,0,0,0,0
SOCC,7031115,Oldham Athletic,Crawley Town,0,0,0,0,0
SOCC,7031124,Stevenage,Crewe Alexandra FC,0,0,0,0,0
SOCC,7031135,Cambridge Utd FC,Leyton Orient,0,0,0,0,0
SOCC,7031127,Morecambe,Newport County,0,0,0,0,0
SOCC,7031121,Mansfield Town,Northampton Town,0,0,0,0,0
SOCC,7031125,Macclesfield Town,Plymouth Argyle,0,0,0,0,0
